id	Drillhole	Texture	Sample 	Location	Analysis 	Depth	Mg24	Al27	Si29	P31	Ca43	Sc45	Ti49	V51	Cr53	Mn55	Co59	Ni60	Cu65	Zn66	Ga69	As75	Sr88	Y89	Zr90	Nb93	Mo95	Sn118	Sb121	Ba137	La139	Ce140	Pr141	Nd146	Sm147	Eu153	Gd157	Tb159	Dy163	Ho165	Er166	Tm169	Yb172	Lu175	Hf178	Ta181	W182	Pb206	Pb207	Pb208	Th232	U238	sumREY
83	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-15	2181.80	13.83	1783.44	849.00	28.86	427.98	5.01	90.45	6.94	0.43	10.69	0.02	0.11	0.58	3.95	3.75	3.41	0.26	0.15	0.12	119.96	3.80	5.19	1.25	7.70	0.31	0.64	0.06	0.19	0.11	0.01	0.03	0.01	0.02	0.02	0.03	0.00	0.02	0.00	0.03	2.81	12.09	4.68	1.52	1.56	0.10	1.39	1.60
84	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-16	2181.80	18.22	1575.91	598.04	37.16	400.73	8.76	193.98	6.57	0.18	16.68	0.02	0.18	0.56	5.96	3.15	4.73	0.21	0.21	0.11	140.25	5.22	4.13	1.20	1.01	0.25	0.61	0.06	0.30	0.03	0.01	0.09	0.00	0.06	0.01	0.02	0.01	0.03	0.00	0.03	3.37	12.36	3.33	1.66	1.27	0.07	2.16	1.69
85	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-17	2181.80	1.57	836.72	442.38	12.94	1057.55	3.90	15.10	1.07	0.93	10.99	0.02	0.07	0.57	1.21	2.98	2.57	0.23	0.08	0.00	31.83	0.19	7.26	1.01	0.24	0.31	0.67	0.08	0.14	0.04	0.01	0.01	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.03	0.80	36.36	2.01	1.67	1.34	0.06	0.67	1.40
86	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-18	2181.80	4.62	1598.49	648.69	17.32	510.55	0.35	41.17	3.28	0.31	11.84	0.02	0.21	0.77	2.20	3.62	4.25	0.49	0.19	0.03	64.98	4.50	6.14	0.76	3.09	0.21	0.56	0.05	0.13	0.04	0.01	0.05	0.01	0.02	0.01	0.02	0.00	0.04	0.00	0.02	1.42	26.04	10.13	3.48	3.15	0.05	5.81	1.35
87	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-19	2181.80	5.06	1192.35	592.63	35.72	392.85	2.71	219.66	3.09	0.22	14.29	0.01	0.10	0.62	4.66	2.79	8.88	0.43	0.62	0.19	191.64	3.55	4.23	4.14	5.36	1.16	2.74	0.24	0.83	0.29	0.01	0.20	0.02	0.19	0.02	0.08	0.02	0.12	0.03	0.00	4.56	16.09	17.31	8.27	7.31	0.12	8.30	6.58
88	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-2	2181.80	1.66	54.25	449.35	25.49	334.12	8.29	0.90	0.91	0.12	6.00	0.01	0.15	2.34	0.27	4.99	5.53	0.03	0.14	0.00	0.25	2.61	1.08	3.06	0.00	0.04	0.12	0.01	0.07	0.02	0.01	0.02	0.00	0.01	0.00	0.01	0.01	0.03	0.01	0.02	0.01	0.28	21.25	2.47	0.02	0.06	20.68	0.50
89	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-20	2181.80	5.93	1328.91	618.29	14.86	412.52	1.92	101.16	2.49	0.19	9.91	0.02	0.00	0.60	2.63	2.99	3.99	0.28	0.21	0.10	97.86	3.65	5.67	1.72	0.86	0.42	1.15	0.13	0.28	0.15	0.00	0.02	0.01	0.04	0.02	0.01	0.00	0.10	0.01	0.02	2.56	13.70	5.80	2.40	2.19	0.07	1.60	2.54
90	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-3	2181.80	0.66	33.76	435.70	21.62	368.12	0.57	10.58	0.17	0.51	4.22	0.02	0.14	0.42	1.07	4.01	4.03	0.16	0.03	0.02	13.11	0.28	3.31	3.14	0.00	0.03	0.09	0.01	0.04	0.03	0.01	0.03	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.04	0.90	0.83	8.83	1.76	0.90	0.00	7.69	0.32
91	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-4	2181.80	3.95	239.86	434.09	28.07	357.80	0.12	2.27	0.06	0.14	7.68	0.03	0.09	0.45	0.78	8.06	0.42	0.03	0.02	0.00	1.12	0.83	0.79	0.42	0.00	0.01	0.02	0.00	0.02	0.02	0.00	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.03	0.05	0.11	1.33	0.25	0.06	0.01	1.12	0.14
92	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-5	2181.80	8.47	1481.58	609.03	11.37	914.47	0.38	38.51	2.68	0.15	9.57	0.02	0.19	0.54	1.42	3.32	1.47	0.15	0.03	0.10	88.64	5.88	5.89	0.57	0.27	0.09	0.22	0.03	0.12	0.01	0.01	0.03	0.00	0.02	0.01	0.01	0.01	0.00	0.00	0.04	0.50	17.60	2.46	0.75	0.55	0.06	0.79	0.59
93	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-6	2181.80	0.88	614.36	420.23	25.97	347.86	2.25	1.47	0.07	0.14	10.80	0.02	0.21	0.48	0.33	3.24	0.43	0.02	0.01	0.00	1.15	0.03	0.09	0.07	0.13	0.02	0.02	0.00	0.03	0.04	0.01	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.01	0.03	0.05	0.59	0.11	0.04	0.08	0.00	0.05	0.22
94	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-7	2181.80	1.96	301.77	416.40	27.20	346.37	0.22	1.89	0.04	0.26	7.12	0.03	0.09	0.49	1.70	7.76	1.54	0.18	0.01	0.00	2.21	0.11	0.28	0.28	0.13	0.01	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.02	0.04	1.60	0.60	0.59	0.75	0.00	0.03	0.09
95	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-8	2181.80	7.84	1285.37	515.55	12.00	388.29	0.31	123.05	2.52	0.14	8.97	0.06	0.05	0.56	1.20	3.02	4.10	0.26	0.06	0.05	66.04	6.20	4.05	0.66	0.53	0.10	0.26	0.02	0.08	0.04	0.01	0.09	0.00	0.07	0.01	0.01	0.01	0.02	0.00	0.05	1.70	14.08	4.12	1.66	1.53	0.01	0.72	0.78
96	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-9	2181.80	1.82	1928.55	513.38	36.83	976.43	3.75	44.06	0.93	0.15	7.45	0.00	0.00	0.54	0.72	3.99	0.98	0.10	0.05	0.03	41.95	8.90	1.96	0.86	0.14	0.12	0.20	0.03	0.08	0.05	0.01	0.03	0.01	0.04	0.01	0.02	0.01	0.02	0.01	0.02	1.16	4.23	1.59	0.79	0.76	0.03	0.49	0.67
421	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain10-01	1768.70	251.03	3356.36	17561.14	390.81	1031.61	0.46	111.70	11.66	0.55	17.14	4.86	0.50	4.93	2.32	8.46	NA	NA	13.46	NA	5.44	355.35	580.02	NA	NA	615.59	781.22	61.52	149.74	12.26	5.04	7.68	0.78	2.93	0.52	1.28	0.25	1.39	0.23	NA	NA	4232.57	347.82	50.84	8.46	2.71	356.81	1653.89
422	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain10-02	1768.70	252.02	337.95	4068.69	20.54	396.51	0.12	3.25	10.95	0.50	18.79	2.77	0.21	0.68	0.86	5.08	NA	NA	0.53	NA	0.31	186.05	871.66	NA	NA	5.00	8.50	0.55	1.11	0.13	0.06	0.06	0.03	0.13	0.02	0.09	0.02	0.30	0.08	NA	NA	5286.11	181.98	23.82	0.57	0.71	182.72	16.59
423	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain1-01	1768.70	7.42	25.51	1173.19	10.67	84.46	4.54	2.15	0.39	0.43	3.48	0.49	0.30	0.25	0.76	5.32	NA	NA	0.10	NA	0.04	111.89	429.39	NA	NA	0.08	0.22	0.01	0.04	0.03	0.01	0.03	0.00	0.01	0.01	0.03	0.01	0.02	0.01	NA	NA	4663.88	153.00	17.63	0.18	0.00	160.04	0.61
424	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain1-02	1768.70	422.88	98.42	3239.50	20.44	220.70	4.48	2.31	1.31	0.50	18.20	0.73	0.45	1.05	3.36	5.50	NA	NA	0.68	NA	0.08	85.96	547.49	NA	NA	0.52	0.78	0.05	0.14	0.02	0.00	0.04	0.00	0.01	0.01	0.05	0.00	0.06	0.01	NA	NA	7741.39	40.49	5.42	1.11	0.00	43.12	2.39
425	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain1-03	1768.70	1616.04	611.75	19122.74	43.82	114870.27	1.00	183.10	3.77	1.18	5.95	1.37	0.82	35.75	4.34	3.16	NA	NA	66.62	NA	11.69	18.33	163.63	NA	NA	8.12	17.03	1.93	7.36	1.94	1.71	2.36	0.69	5.93	1.46	5.21	0.98	7.50	1.10	NA	NA	770.48	327.15	41.96	6.57	1.50	460.79	129.94
426	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain1-04	1768.70	104.02	318.98	2273.91	11.66	92.55	0.48	2.25	3.60	0.46	15.10	1.04	0.69	0.28	1.03	7.80	NA	NA	0.26	NA	0.11	22.46	580.22	NA	NA	0.40	0.69	0.04	0.10	0.04	0.01	0.07	0.00	0.05	0.01	0.02	0.01	0.07	0.03	NA	NA	3819.53	9.94	1.21	0.67	0.02	8.26	1.81
427	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain11-01	1768.70	44.23	146.86	857.21	11.28	88.67	0.11	2.49	4.84	0.67	7.12	2.10	0.13	0.27	0.97	4.93	NA	NA	0.03	NA	0.08	89.67	385.64	NA	NA	0.43	0.54	0.03	0.09	0.31	0.05	0.03	0.03	0.01	0.00	0.01	0.01	0.07	0.03	NA	NA	1903.46	13.29	2.16	0.14	0.06	13.40	1.68
428	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain11-02	1768.70	144.31	310.27	3357.70	11.01	145.95	0.10	3.28	15.33	0.61	24.33	3.80	0.29	0.23	0.97	5.47	NA	NA	0.64	NA	1.28	561.05	1002.77	NA	NA	3.99	3.97	0.22	0.57	0.07	0.01	0.06	0.01	0.07	0.02	0.15	0.02	0.53	0.17	NA	NA	5050.88	126.73	17.09	0.33	0.36	127.83	10.50
429	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain11-03	1768.70	191.69	282.96	3515.03	10.63	733.21	0.10	3.30	10.45	0.58	23.75	2.84	0.28	0.45	1.69	5.48	NA	NA	3.11	NA	0.42	467.09	928.48	NA	NA	14.43	20.37	1.73	4.50	0.44	0.09	0.49	0.06	0.48	0.10	0.43	0.08	0.84	0.24	NA	NA	3663.60	397.58	53.71	1.44	0.38	415.34	47.38
430	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain2-01	1768.70	51.77	177.53	1199.55	10.56	168.43	0.10	2.94	4.24	0.51	16.23	2.41	0.20	0.41	1.31	5.15	NA	NA	0.12	NA	0.05	188.63	541.66	NA	NA	1.64	2.03	0.11	0.32	0.04	0.00	0.03	0.01	0.02	0.00	0.04	0.01	0.13	0.03	NA	NA	5868.93	29.28	4.00	0.45	0.12	29.13	4.53
431	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain2-02	1768.70	203.22	184.32	3318.67	9.94	301.27	0.09	5.91	1.73	0.62	14.50	2.44	0.29	0.46	0.68	5.26	NA	NA	0.05	NA	0.00	204.88	332.29	NA	NA	0.29	0.39	0.01	0.08	0.14	0.01	0.03	0.00	0.01	0.00	0.02	0.03	0.13	0.03	NA	NA	5294.29	15.19	2.33	0.26	0.02	15.92	1.22
432	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain2-03	1768.70	395.92	179.87	4735.56	10.15	219.65	0.12	2.67	0.36	0.45	11.37	1.66	0.05	0.29	1.19	4.85	NA	NA	0.04	NA	0.01	73.96	254.05	NA	NA	0.04	0.08	0.04	0.05	0.19	0.39	0.06	0.02	0.06	0.12	0.14	0.15	0.42	0.10	NA	NA	2465.98	0.83	0.49	0.55	0.02	3.66	1.88
433	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain3-01	1768.70	58.80	242.33	935.80	11.36	147.33	0.12	25.26	26.25	0.65	23.87	2.86	0.22	0.27	0.44	5.22	NA	NA	0.16	NA	4.59	326.97	666.21	NA	NA	2.49	2.40	0.13	0.42	0.05	0.01	0.03	0.00	0.02	0.01	0.07	0.02	0.42	0.12	NA	NA	5598.81	45.46	7.34	0.85	1.17	45.59	6.36
434	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain3-02	1768.70	135.62	307.40	2406.38	10.90	1028.29	0.14	15.90	24.61	2.78	25.91	2.91	0.51	0.24	1.30	5.92	NA	NA	0.47	NA	2.66	284.79	649.21	NA	NA	1.75	2.84	0.06	0.45	0.04	0.05	0.13	0.01	0.05	0.03	0.12	0.07	0.37	0.15	NA	NA	4744.81	103.39	9.28	11.23	1.35	53.60	6.59
435	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain3-03	1768.70	212.40	580.59	3639.55	13.76	5769.93	0.09	17.81	10.18	0.85	14.67	2.98	0.21	2.24	0.86	4.91	NA	NA	2.02	NA	1.54	92.09	595.92	NA	NA	1.20	2.03	0.15	0.44	0.08	0.02	0.11	0.02	0.33	0.02	0.14	0.02	0.24	0.05	NA	NA	2665.92	109.45	14.92	1.60	0.16	89.65	6.87
436	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain3-04	1768.70	346.24	353.58	4735.71	10.66	823.08	0.13	13.51	15.17	0.68	22.70	2.68	0.42	0.97	2.52	5.87	NA	NA	0.25	NA	3.31	177.77	618.91	NA	NA	1.92	2.41	0.20	0.49	0.06	0.01	0.03	0.00	0.01	0.01	0.02	0.00	0.19	0.04	NA	NA	3760.24	78.95	10.96	1.17	0.32	70.51	5.64
437	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain3-05	1768.70	451.79	314.59	6470.19	19.56	580.24	0.11	21.42	14.84	0.70	17.22	2.42	0.33	0.61	1.43	5.61	NA	NA	0.27	NA	5.23	181.50	537.55	NA	NA	0.59	0.79	0.04	0.17	0.02	0.01	0.02	0.00	0.03	0.01	0.06	0.02	0.26	0.08	NA	NA	3584.16	57.89	9.32	1.07	0.96	51.42	2.35
438	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain4-01	1768.70	97.60	275.30	1107.90	11.69	145.71	0.11	5.46	9.03	0.59	22.70	3.33	0.12	0.24	0.81	5.34	NA	NA	0.68	NA	0.31	378.85	524.73	NA	NA	6.41	6.78	0.39	1.08	0.08	0.01	0.09	0.02	0.07	0.04	0.23	0.05	0.92	0.20	NA	NA	5312.34	83.48	10.07	0.70	5.41	79.74	17.04
439	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain4-02	1768.70	124.81	277.51	1849.06	16.98	152.28	0.32	2.30	0.64	5.60	1.14	3.61	0.19	1.17	0.37	5.39	NA	NA	0.55	NA	0.23	389.38	536.67	NA	NA	7.05	7.22	0.43	0.78	0.09	0.05	0.10	0.01	0.13	0.03	0.16	0.05	0.71	0.04	NA	NA	5348.55	85.45	10.82	0.99	5.22	84.02	17.39
440	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain4-03	1768.70	183.10	977.59	3566.34	147.54	479.84	0.31	85.40	8.50	0.68	22.71	4.07	0.74	1.24	0.95	5.02	NA	NA	34.41	NA	6.63	328.11	513.25	NA	NA	351.40	429.13	35.19	88.78	8.20	3.88	5.32	0.77	5.41	1.27	3.76	0.60	5.17	0.92	NA	NA	4580.30	96.81	16.72	5.90	5.84	152.13	974.21
441	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain5-01	1768.70	7.35	55.78	1450.83	11.01	90.83	0.13	2.57	0.03	0.76	5.15	0.74	0.11	0.63	0.62	5.52	NA	NA	0.01	NA	0.03	94.35	166.30	NA	NA	0.05	0.05	0.01	0.01	0.01	0.01	0.04	0.01	0.02	0.01	0.01	0.00	0.03	0.02	NA	NA	6513.72	16.86	2.23	0.07	0.01	16.07	0.29
442	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain5-02	1768.70	173.45	90.50	3176.60	18.22	340.58	0.17	6.57	0.03	0.81	6.79	1.00	0.26	0.40	2.56	6.18	NA	NA	0.06	NA	0.02	112.14	139.93	NA	NA	0.90	1.39	0.10	0.22	0.02	0.01	0.04	0.00	0.01	0.01	0.01	0.00	0.03	0.01	NA	NA	4665.69	108.51	14.54	0.36	0.03	97.37	2.80
443	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain5-03	1768.70	377.67	159.35	6426.76	9.85	327.05	0.10	8.09	0.03	0.50	5.24	0.43	0.65	49.20	17.14	9.99	NA	NA	1.63	NA	0.45	1002.94	182.76	NA	NA	0.39	0.49	0.03	0.06	0.02	0.01	0.02	0.02	0.01	0.01	0.04	0.01	0.39	0.15	NA	NA	1216.89	356.38	42.58	0.27	0.00	336.10	3.27
444	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain6-01	1768.70	12.87	265.51	1162.80	17.89	81.95	3.35	2.00	5.29	0.53	12.31	1.39	0.38	0.70	1.37	8.00	NA	NA	0.22	NA	0.67	518.31	383.46	NA	NA	2.94	4.36	0.36	0.95	0.13	0.04	0.03	0.01	0.07	0.02	0.06	0.01	0.19	0.06	NA	NA	2914.71	380.92	51.66	0.35	0.11	387.23	9.46
445	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain6-02	1768.70	54.86	194.75	1558.94	10.06	172.12	6.29	4.91	12.21	0.60	5.47	1.32	0.24	0.28	0.69	7.11	NA	NA	0.02	NA	1.27	195.69	425.82	NA	NA	0.08	0.11	0.01	0.01	0.01	0.01	0.03	0.00	0.01	0.00	0.01	0.01	0.06	0.03	NA	NA	4127.30	168.18	24.47	0.64	0.02	177.53	0.39
446	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain6-03	1768.70	293.16	284.32	5734.26	20.75	479.01	10.91	2.46	16.04	0.61	5.49	0.96	0.39	0.38	0.58	12.02	NA	NA	0.02	NA	0.38	65.87	457.22	NA	NA	0.43	0.53	0.04	0.11	0.03	0.01	0.03	0.00	0.02	0.00	0.01	0.00	0.03	0.03	NA	NA	1153.25	14.50	2.13	0.32	0.08	14.75	1.29
447	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain6-04	1768.70	510.29	184.87	7978.97	61.57	1162.84	3.68	2.87	4.66	0.58	7.19	1.32	0.44	0.63	1.04	8.88	NA	NA	0.10	NA	0.17	86.00	322.34	NA	NA	0.06	0.11	0.02	0.05	0.03	0.00	0.03	0.00	0.01	0.00	0.01	0.01	0.10	0.04	NA	NA	1749.23	29.77	5.59	2.02	0.01	24.09	0.58
448	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain6-05	1768.70	554.33	99.00	8015.20	10.19	442.71	1.58	2.41	3.50	0.40	6.17	1.17	0.04	1.15	1.28	4.23	NA	NA	0.02	NA	1.94	38.74	371.31	NA	NA	0.05	0.12	0.01	0.02	0.03	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.04	0.02	NA	NA	1344.24	16.27	3.12	0.50	0.01	14.75	0.37
449	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain7-01	1768.70	34.28	135.78	1629.82	15.26	246.12	0.19	19.20	2.84	0.52	15.65	2.33	0.21	2.10	1.34	4.32	NA	NA	0.47	NA	4.02	270.89	490.95	NA	NA	5.33	5.69	0.31	0.73	0.07	0.02	0.06	0.01	0.10	0.05	0.13	0.05	0.38	0.11	NA	NA	7123.05	163.10	23.44	3.89	0.19	148.51	13.49
450	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain7-02	1768.70	309.25	175.55	5483.71	11.46	467.16	0.11	3.22	1.22	0.49	16.80	2.16	0.33	1.52	1.29	5.57	NA	NA	0.05	NA	0.11	198.54	333.42	NA	NA	0.85	1.06	0.06	0.10	0.04	0.01	0.02	0.00	0.02	0.03	0.02	0.01	0.05	0.04	NA	NA	6186.53	17.90	2.78	0.46	0.03	17.10	2.35
451	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain7-03	1768.70	507.97	164.62	8452.98	10.08	579.33	0.12	3.32	1.02	0.51	12.36	2.14	0.26	1.13	1.58	5.01	NA	NA	0.04	NA	0.07	133.96	308.22	NA	NA	0.71	1.61	0.04	0.10	0.03	0.00	0.03	0.02	0.02	0.00	0.03	0.00	0.06	0.02	NA	NA	4290.78	11.19	1.52	0.32	0.02	9.43	2.72
452	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain8-01	1768.70	20.58	169.97	1216.68	12.03	423.47	0.16	3.59	0.28	6.20	1.27	1.37	0.11	0.41	28.19	6.31	NA	NA	0.56	NA	0.02	318.11	375.97	NA	NA	3.51	4.76	0.22	0.82	0.13	0.01	0.02	0.01	0.08	0.03	0.14	0.06	0.40	0.11	NA	NA	4086.42	348.50	43.29	0.16	0.61	346.60	10.85
453	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain8-02	1768.70	343.00	87.48	3720.76	NA	341.85	0.09	8.91	2.80	0.72	2.17	0.31	0.13	0.93	1.05	4.11	NA	NA	0.02	NA	0.04	13.75	78.39	NA	NA	0.09	0.13	0.01	0.02	0.03	0.00	0.03	0.00	0.02	0.00	0.01	0.00	0.02	0.01	NA	NA	242.92	16.73	2.40	0.29	0.02	16.83	0.37
454	RD1988	Oscillatory-zoned	RX7294	SE lobe, deep mineralization	RX7294-Grain8-03	1768.70	540.03	182.83	8715.87	9.71	800.13	0.12	7.30	0.13	0.49	7.78	0.68	0.16	4.22	1.46	7.83	NA	NA	0.06	NA	0.54	94.02	218.28	NA	NA	0.28	0.64	0.04	0.11	0.03	0.01	0.08	0.01	0.02	0.00	0.04	0.01	0.04	0.06	NA	NA	4684.72	101.39	13.44	1.19	0.03	91.70	1.41
